target_pair_id,target_validation_label,target_register_assessment,frozen_selected_decoy_count,observed_decoy_row_count,strict_decoy_pair_ids,primary_endpoint,target_score,decoy_score_median,decoy_score_min,decoy_score_max,target_minus_decoy_median,target_rank_among_six,descriptive_within_set_rank_fraction,target_identity_fraction,target_anchor_property_similarity,target_candidate_exposed_property_similarity,evaluation_status
EBV_TCELL_63843::HUMAN_MYELIN_112603,classic_component_only,calibration_only_nonprimary_allele,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_63843::HUMAN_MYELIN_112756,classic_component_only,calibration_only_nonprimary_allele,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_63843::HUMAN_MYELIN_112782,classic_component_only,calibration_only_nonprimary_allele,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_63843::HUMAN_MYELIN_114366,classic_component_only,calibration_only_nonprimary_allele,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_63843::HUMAN_MYELIN_114566,classic_component_only,calibration_only_nonprimary_allele,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_63843::HUMAN_MYELIN_114765,classic_BALF5_MBP_pair,calibration_only_nonprimary_allele,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_63843::HUMAN_MYELIN_114806,classic_BALF5_MBP_pair,calibration_only_nonprimary_allele,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_63843::HUMAN_MYELIN_114925,classic_BALF5_MBP_pair,calibration_only_nonprimary_allele,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_63843::HUMAN_MYELIN_115061,classic_component_only,calibration_only_nonprimary_allele,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_63843::HUMAN_MYELIN_115622,wang_2026_MBP90_region,calibration_only_nonprimary_allele,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_63843::HUMAN_MYELIN_115636,classic_component_only,calibration_only_nonprimary_allele,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_63843::HUMAN_MYELIN_115641,classic_component_only,sensitivity_only_unresolved_register,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_63843::HUMAN_MYELIN_115648,classic_component_only,calibration_only_nonprimary_allele,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_63843::HUMAN_MYELIN_116079,classic_component_only,calibration_only_nonprimary_allele,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_63843::HUMAN_MYELIN_116170,classic_BALF5_MBP_pair,calibration_only_nonprimary_allele,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_63843::HUMAN_MYELIN_116911,classic_component_only,calibration_only_nonprimary_allele,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_63843::HUMAN_MYELIN_116924,classic_component_only,calibration_only_nonprimary_allele,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_63843::HUMAN_MYELIN_116976,classic_component_only,calibration_only_nonprimary_allele,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_63843::HUMAN_MYELIN_116993,classic_component_only,calibration_only_nonprimary_allele,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_63843::HUMAN_MYELIN_116995,classic_component_only,calibration_only_nonprimary_allele,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_63843::HUMAN_MYELIN_117009,classic_component_only,calibration_only_nonprimary_allele,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_63843::HUMAN_MYELIN_117032,classic_component_only,calibration_only_nonprimary_allele,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_63843::HUMAN_MYELIN_117035,classic_component_only,calibration_only_nonprimary_allele,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_63843::HUMAN_MYELIN_117039,classic_component_only,calibration_only_nonprimary_allele,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_63843::HUMAN_MYELIN_117117,classic_component_only,calibration_only_nonprimary_allele,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_63843::HUMAN_MYELIN_118650,classic_component_only,calibration_only_nonprimary_allele,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_63843::HUMAN_MYELIN_119809,classic_component_only,calibration_only_nonprimary_allele,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_63843::HUMAN_MYELIN_119927,classic_component_only,calibration_only_nonprimary_allele,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_63843::HUMAN_MYELIN_119972,wang_2026_MBP90_region,calibration_only_nonprimary_allele,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_63843::HUMAN_MYELIN_119973,classic_component_only,calibration_only_nonprimary_allele,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_63843::HUMAN_MYELIN_120169,classic_component_only,calibration_only_nonprimary_allele,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_63843::HUMAN_MYELIN_120170,classic_component_only,calibration_only_nonprimary_allele,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_63843::HUMAN_MYELIN_120201,classic_component_only,calibration_only_nonprimary_allele,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_63843::HUMAN_MYELIN_13572,classic_BALF5_MBP_pair,calibration_only_nonprimary_allele,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_63843::HUMAN_MYELIN_13573,classic_BALF5_MBP_pair,calibration_only_nonprimary_allele,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_63843::HUMAN_MYELIN_35803,classic_component_only,calibration_only_nonprimary_allele,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_63843::HUMAN_MYELIN_40353,classic_component_only,calibration_only_nonprimary_allele,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_63843::HUMAN_MYELIN_40762,classic_component_only,calibration_only_nonprimary_allele,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_63843::HUMAN_MYELIN_45514,classic_BALF5_MBP_pair,calibration_only_nonprimary_allele,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_63843::HUMAN_MYELIN_51191,classic_component_only,calibration_only_nonprimary_allele,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_63843::HUMAN_MYELIN_5516,classic_component_only,calibration_only_nonprimary_allele,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_63843::HUMAN_MYELIN_63975,classic_component_only,calibration_only_nonprimary_allele,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_63843::HUMAN_MYELIN_67907,classic_component_only,calibration_only_nonprimary_allele,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_63843::HUMAN_MYELIN_73159,classic_component_only,calibration_only_nonprimary_allele,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_63843::HUMAN_MYELIN_80095,classic_BALF5_MBP_pair,calibration_only_nonprimary_allele,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_950::HUMAN_MYELIN_111192,classic_component_only,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_950::HUMAN_MYELIN_112393,classic_component_only,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_950::HUMAN_MYELIN_114765,classic_component_only,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_950::HUMAN_MYELIN_114806,classic_component_only,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_950::HUMAN_MYELIN_114925,classic_component_only,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_950::HUMAN_MYELIN_115622,wang_2026_MBP90_region,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_950::HUMAN_MYELIN_116170,classic_component_only,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_950::HUMAN_MYELIN_119972,wang_2026_MBP90_region,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_950::HUMAN_MYELIN_13572,classic_component_only,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_950::HUMAN_MYELIN_13573,classic_component_only,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_950::HUMAN_MYELIN_45514,classic_component_only,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_950::HUMAN_MYELIN_80095,classic_component_only,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
